Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40614050,10/21/18 8:58,10/21/18 15:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,2621 CORTELYOU ROAD,CORTELYOU ROAD,VERONICA PLACE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/18 16:58,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,10/21/18 15:13,17 BROOKLYN,3051700010,BROOKLYN,"997,487","174,015",PHONE,Unspecified,BROOKLYN,,,,,,,,40.64429772,-73.95230125,"(40.64429771817631, -73.9523012455423)"
40613654,10/21/18 8:58,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1141 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,09 BRONX,2037390059,BRONX,"1,017,779","240,649",PHONE,Unspecified,BRONX,,,,,,,,40.82713778,-73.87884819,"(40.82713777821328, -73.8788481889489)"
40613472,10/21/18 8:58,,DOT,Department of Transportation,Ferry Inquiry,Lost and Found,Terminal,,,,,,,,,,,N/A,Open,11/20/18 8:58,The Department of Transportation requires 7 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,
40616811,10/21/18 8:59,10/21/18 12:00,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE Z,WILLIAMS COURT,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,The Department of Sanitation removed the items.,10/21/18 8:59,15 BROOKLYN,3074560006,BROOKLYN,"996,188","153,163",PHONE,Unspecified,BROOKLYN,,,,,,,,40.58706515,-73.95701898,"(40.587065148827286, -73.9570189833512)"
40612488,10/21/18 8:59,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027,11 HANCOCK PLACE,HANCOCK PLACE,W 124 ST,MORNINGSIDE AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,09 MANHATTAN,1019510014,MANHATTAN,"997,007","234,597",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81058117,-73.95391605,"(40.81058117075014, -73.95391604992707)"
40619111,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2592 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,07 BRONX,2031680006,BRONX,"1,012,865","254,457",MOBILE,Unspecified,BRONX,,,,,,,,40.86505394,-73.89654522,"(40.86505393828525, -73.89654521839101)"
40617907,10/21/18 8:59,,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11375,91-45 71 AVENUE,71 AVENUE,SYBILLA STREET,METROPOLITAN AVENUE,,,ADDRESS,FOREST HILLS,,N/A,Open,11/20/18 8:59,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,06 QUEENS,4038960046,QUEENS,"1,025,502","197,797",PHONE,Unspecified,QUEENS,,,,,,,,40.70948766,-73.85120539,"(40.709487662348316, -73.85120539470725)"
40614192,10/21/18 8:59,10/21/18 21:31,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11105,43-21 ASTORIA BOULEVARD,ASTORIA BOULEVARD,43 STREET,BROOKLYN QUEENS EXPWY ET 44 WB,,,ADDRESS,ASTORIA,,Precinct,Closed,10/21/18 16:59,The Police Department responded to the complaint and took action to fix the condition.,10/21/18 21:31,01 QUEENS,4007800024,QUEENS,"1,010,142","219,399",ONLINE,Unspecified,QUEENS,,,,,,,,40.76883804,-73.90652521,"(40.76883803699487, -73.9065252085544)"
40618070,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2476 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,07 BRONX,2032190105,BRONX,"1,010,487","254,578",PHONE,Unspecified,BRONX,,,,,,,,40.86539343,-73.90514217,"(40.86539343453777, -73.9051421680339)"
40618021,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,2476 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,07 BRONX,2032190105,BRONX,"1,010,487","254,578",PHONE,Unspecified,BRONX,,,,,,,,40.86539343,-73.90514217,"(40.86539343453777, -73.9051421680339)"
40613780,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10468,2476 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,07 BRONX,2032190105,BRONX,"1,010,487","254,578",PHONE,Unspecified,BRONX,,,,,,,,40.86539343,-73.90514217,"(40.86539343453777, -73.9051421680339)"
40613776,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10468,2476 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,07 BRONX,2032190105,BRONX,"1,010,487","254,578",PHONE,Unspecified,BRONX,,,,,,,,40.86539343,-73.90514217,"(40.86539343453777, -73.9051421680339)"
40618065,10/21/18 8:59,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10001,324 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,04 MANHATTAN,1007530056,MANHATTAN,"985,300","212,544",PHONE,Unspecified,MANHATTAN,,,,,,,,40.75006067,-73.99621038,"(40.75006067282578, -73.99621037975811)"
40615795,10/21/18 8:59,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10010,25 WEST 21 STREET,WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Open,11/4/18 8:59,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,05 MANHATTAN,1008230024,MANHATTAN,"986,593","209,136",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74070632,-73.99154492,"(40.740706318553016, -73.99154492036413)"
40613344,10/21/18 8:59,10/21/18 9:08,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10004,30 WATER STREET,WATER STREET,BROAD STREET,COENTIES SLIP,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/18 16:59,The Police Department responded and upon arrival those responsible for the condition were gone.,10/21/18 9:08,01 MANHATTAN,1000070027,MANHATTAN,"981,220","195,443",PHONE,Unspecified,MANHATTAN,,,,,,,,40.70312213,-74.01092806,"(40.70312213389643, -74.0109280613981)"
40614046,10/21/18 8:59,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10025,WEST 97 STREET,WEST 97 STREET,BROADWAY,,,,LATLONG,NEW YORK,,N/A,Open,11/4/18 8:59,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,07 MANHATTAN,,MANHATTAN,"992,200","229,036",MOBILE,Unspecified,MANHATTAN,,,Other,,,,,40.79532339,-73.97128765,"(40.79532338564567, -73.97128765200019)"
40617533,10/21/18 9:00,,DSNY,Bronx 05,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10468,2304 MORRIS AVENUE,MORRIS AVENUE,EAST 183 STREET,FIELD PLACE,,,ADDRESS,BRONX,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,05 BRONX,2031720005,BRONX,"1,011,446","252,051",PHONE,Unspecified,BRONX,,,,,,,,40.85845468,-73.90168523,"(40.85845468369107, -73.90168523499516)"
40613089,10/21/18 9:00,10/21/18 12:42,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10010,25 WEST 21 STREET,WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/18 17:00,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 12:42,05 MANHATTAN,1008230024,MANHATTAN,"986,593","209,136",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74070632,-73.99154492,"(40.740706318553016, -73.99154492036413)"
40613742,10/21/18 9:00,10/21/18 11:39,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10473,1735 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",10/21/18 11:39,09 BRONX,2036360001,BRONX,"1,021,064","238,362",PHONE,Unspecified,BRONX,,,,,,,,40.82084754,-73.86699092,"(40.82084753833037, -73.86699091908964)"
40617329,10/21/18 9:00,10/21/18 14:34,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,120 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/18 17:00,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 14:34,12 MANHATTAN,1022240036,MANHATTAN,"1,005,074","254,087",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86406022,-73.92471396,"(40.8640602176717, -73.92471396313509)"
40616008,10/21/18 9:01,,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11215,516 PROSPECT AVENUE,PROSPECT AVENUE,HOWARD PLACE,FULLER PLACE,,,ADDRESS,BROOKLYN,,N/A,Assigned,,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,11/1/18 0:00,07 BROOKLYN,3008710021,BROOKLYN,"989,613","179,065",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65816714,-73.98067073,"(40.65816713772743, -73.98067072646536)"
40616388,10/21/18 9:01,10/21/18 9:44,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11378,59-67 69 STREET,69 STREET,59 DRIVE,60 AVENUE,,,ADDRESS,MASPETH,,Precinct,Closed,10/21/18 17:01,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 9:44,05 QUEENS,4028300033,QUEENS,"1,013,905","202,264",MOBILE,Unspecified,QUEENS,,,,,,,,40.72179497,-73.89301566,"(40.72179496806451, -73.89301566371175)"
40614007,10/21/18 9:01,10/21/18 9:25,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11224,2842 WEST 17 STREET,WEST 17 STREET,CROPSEY AVENUE,MERMAID AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/18 17:01,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,10/21/18 9:25,13 BROOKLYN,3070200025,BROOKLYN,"988,410","149,820",PHONE,Unspecified,BROOKLYN,,,,,,,,40.57789634,-73.98502459,"(40.577896338804415, -73.98502458722331)"
40613250,10/21/18 9:01,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10014,74 CHRISTOPHER STREET,CHRISTOPHER STREET,7 AVENUE SOUTH,BLEECKER STREET,,,ADDRESS,NEW YORK,,N/A,Open,11/4/18 9:01,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,02 MANHATTAN,1005910052,MANHATTAN,"983,312","206,520",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73352631,-74.00338455,"(40.733526306162375, -74.00338455403842)"
40617194,10/21/18 9:02,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,699 EAST    5 STREET,EAST    5 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,12 BROOKLYN,3053990077,BROOKLYN,"991,491","170,632",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63501904,-73.97391111,"(40.63501903929814, -73.97391110931494)"
40613088,10/21/18 9:02,10/21/18 9:19,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10014,74 CHRISTOPHER STREET,CHRISTOPHER STREET,7 AVENUE SOUTH,BLEECKER STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/18 17:02,The Police Department responded and upon arrival those responsible for the condition were gone.,10/21/18 9:19,02 MANHATTAN,1005910052,MANHATTAN,"983,312","206,520",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73352631,-74.00338455,"(40.733526306162375, -74.00338455403842)"
40617377,10/21/18 9:03,10/21/18 9:34,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,2170 CRESTON AVENUE,CRESTON AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,Precinct,Closed,10/21/18 17:03,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 9:34,05 BRONX,2031620009,BRONX,"1,011,201","250,902",ONLINE,Unspecified,BRONX,,,,,,,,40.85530178,-73.90257554,"(40.855301775723525, -73.90257553996967)"
40616271,10/21/18 9:04,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10459,1054 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,02 BRONX,2027430019,BRONX,"1,014,171","239,626",PHONE,Unspecified,BRONX,,,,,,,,40.8243429,-73.89188968,"(40.824342895821275, -73.89188968213699)"
40616570,10/21/18 9:04,10/21/18 13:33,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10454,164 ST ANN'S AVENUE,ST ANN'S AVENUE,EAST 135 STREET,EAST 137 STREET,,,ADDRESS,BRONX,,Precinct,Closed,10/21/18 17:04,The Police Department responded to the complaint and took action to fix the condition.,10/21/18 13:33,01 BRONX,2025480001,BRONX,"1,006,774","232,622",PHONE,Unspecified,BRONX,,,,,,,,40.80514084,-73.91863995,"(40.805140842086146, -73.91863995034036)"
40616264,10/21/18 9:04,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1226 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,09 BRONX,2037710014,BRONX,"1,017,100","241,524",ONLINE,Unspecified,BRONX,,,,,,,,40.82954195,-73.88129736,"(40.829541952438454, -73.88129736212076)"
40617616,10/21/18 9:04,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10011,208 WEST 15 STREET,WEST 15 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,11/4/18 9:04,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,04 MANHATTAN,1007640044,MANHATTAN,"984,312","208,691",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73948521,-73.99977627,"(40.73948521426563, -73.99977626746512)"
40619199,10/21/18 9:05,,DSNY,Queens West 06,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11374,85-20 68 AVENUE,68 AVENUE,WOODHAVEN BOULEVARD,ALDERTON STREET,,,ADDRESS,Rego Park,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,06 QUEENS,4031480020,QUEENS,"1,023,139","200,091",ONLINE,Unspecified,QUEENS,,,,,,,,40.71579484,-73.85971539,"(40.715794839367774, -73.85971539167356)"
40616314,10/21/18 9:05,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,205 WEST  107 STREET,WEST  107 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,07 MANHATTAN,1018790026,MANHATTAN,"993,768","231,211",PHONE,Unspecified,MANHATTAN,,,,,,,,40.80129162,-73.96562156,"(40.80129161811248, -73.96562155560764)"
40616632,10/21/18 9:06,,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11218,1553 41 STREET,41 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,12 BROOKLYN,3053640057,BROOKLYN,"989,292","171,033",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63612122,-73.98183368,"(40.63612122364368, -73.98183367512462)"
40619053,10/21/18 9:06,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,410 EAST   17 STREET,EAST   17 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,14 BROOKLYN,3051590023,BROOKLYN,"994,672","172,774",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6408952,-73.96244685,"(40.64089520002904, -73.96244684891197)"
40613647,10/21/18 9:06,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,620 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,09 MANHATTAN,1020880043,MANHATTAN,"997,264","239,545",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82416166,-73.95297806,"(40.82416166479311, -73.95297805704422)"
40617428,10/21/18 9:07,,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11411,209-14 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,209 STREET,210 STREET,,,ADDRESS,Cambria Heights,,DSNY Garage,Open,,The Department of Sanitation is in the process of investigating this complaint.,,13 QUEENS,4110550026,QUEENS,"1,055,283","193,849",PHONE,Unspecified,QUEENS,,,,,,,,40.69846241,-73.74382844,"(40.69846240928036, -73.74382843733297)"
40618766,10/21/18 9:07,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10026,1921 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,10 MANHATTAN,1019010001,MANHATTAN,"997,415","231,950",PHONE,Unspecified,MANHATTAN,,,,,,,,40.80331529,-73.95244736,"(40.80331528910318, -73.95244736385672)"
40617910,10/21/18 9:07,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10463,3018 HEATH AVENUE,HEATH AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,08 BRONX,2032560176,BRONX,"1,011,122","258,546",PHONE,Unspecified,BRONX,,,,,,,,40.87628246,-73.90283046,"(40.87628246342609, -73.9028304631379)"
40615219,10/21/18 9:07,10/21/18 10:12,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233,8 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,10/21/18 10:12,16 BROOKLYN,3015077501,BROOKLYN,"1,008,752","188,256",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68336209,-73.91165675,"(40.683362087648604, -73.91165674517491)"
40619017,10/21/18 9:08,10/21/18 9:12,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11234,3211 AVENUE P,AVENUE P,E 32 ST,E 33 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,10/21/18 9:12,18 BROOKLYN,3076940005,BROOKLYN,"1,000,534","163,168",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61451992,-73.94134773,"(40.61451991951622, -73.94134773349322)"
40618519,10/21/18 9:08,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11222,105 DIVISION PLACE,DIVISION PLACE,MORGAN AVE,VANDERVOORT AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,01 BROOKLYN,,BROOKLYN,"1,001,781","202,033",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72119326,-73.93675518,"(40.721193263425306, -73.93675517912162)"
40613282,10/21/18 9:08,,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11421,94-15 85 AVENUE,85 AVENUE,94 ST,96 ST,,,ADDRESS,Woodhaven,,N/A,Open,,,,09 QUEENS,4088910050,QUEENS,"1,025,565","193,277",PHONE,Unspecified,QUEENS,,,,,,,,40.69708105,-73.85100589,"(40.69708104781473, -73.85100588679867)"
40612702,10/21/18 9:08,,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11217,79 5 AVENUE,5 AVENUE,PROSPECT PLACE,WARREN STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,10/30/18 0:00,06 BROOKLYN,3009380010,BROOKLYN,"990,396","187,114",PHONE,Unspecified,BROOKLYN,,,,,,,,40.68025934,-73.97784131,"(40.68025933628775, -73.97784130699915)"
40617932,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
40617296,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
40616455,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
40616160,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
40613909,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
40612942,10/21/18 9:08,,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11212,2284 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,16 BROOKLYN,3036080045,BROOKLYN,"1,008,235","178,977",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65789474,-73.91355383,"(40.657894736904204, -73.91355383104131)"
